sample_id,intent,slots_json,linearized_input,reference_response,is_edge_case
216,delivery_delay,"{""order_id"": ""9812"", ""eta"": ""tomorrow"", ""cause"": ""high demand"", ""carrier"": ""DHL""}",intent=delivery_delay order_id=9812 eta=tomorrow cause=high demand carrier=DHL,The delivery for order 9812 has been delayed until tomorrow because of high demand.,True
136,return_request,"{""order_id"": ""5630"", ""item"": ""blue shirt"", ""reason"": ""duplicate order"", ""pickup_date"": ""3 May"", ""return_id"": ""RET2035""}",intent=return_request order_id=5630 item=blue shirt reason=duplicate order pickup_date=3 May return_id=RET2035,I created a return request for blue shirt under order 5630 because duplicate order; pickup is scheduled for 3 May.,True
302,refund_status,"{""refund_id"": ""RF1010"", ""order_id"": ""5630"", ""refund_status"": ""processed"", ""amount"": ""₹1,249"", ""date"": ""today"", ""method"": ""mail-in""}","intent=refund_status refund_id=RF1010 order_id=5630 refund_status=processed amount=₹1,249 date=today method=mail-in","Refund RF1010 for order 5630 is processed for ₹1,249 on today.",False
129,return_request,"{""order_id"": ""5630"", ""item"": ""wireless mouse"", ""reason"": ""late delivery"", ""pickup_date"": ""5 May""}",intent=return_request order_id=5630 item=wireless mouse reason=late delivery pickup_date=5 May,Your return request for wireless mouse from order 5630 is confirmed because late delivery; pickup is scheduled for 5 May.,True
315,refund_status,"{""refund_id"": ""RF1002"", ""order_id"": ""5630"", ""refund_status"": ""pending"", ""date"": ""2 May"", ""method"": ""pickup""}",intent=refund_status refund_id=RF1002 order_id=5630 refund_status=pending date=2 May method=pickup,The refund status for order 5630 is pending on 2 May.,True
9,order_status,"{""order_id"": ""5630"", ""status"": ""delivered"", ""tracking_id"": ""TRK1001""}",intent=order_status order_id=5630 status=delivered tracking_id=TRK1001,Your order 5630 is delivered.,True
71,cancel_order,"{""order_id"": ""9812"", ""reason"": ""change of mind""}",intent=cancel_order order_id=9812 reason=change of mind,Order 9812 has been cancelled because change of mind.,True
286,refund_status,"{""refund_id"": ""RF1001"", ""order_id"": ""9812"", ""refund_status"": ""approved""}",intent=refund_status refund_id=RF1001 order_id=9812 refund_status=approved,The refund status for order 9812 is approved.,True
65,cancel_order,"{""order_id"": ""7744"", ""reason"": ""late delivery""}",intent=cancel_order order_id=7744 reason=late delivery,I have cancelled order 7744 because late delivery.,True
45,order_status,"{""order_id"": ""5630"", ""status"": ""shipped"", ""date"": ""2 May"", ""tracking_id"": ""TRK2033""}",intent=order_status order_id=5630 status=shipped date=2 May tracking_id=TRK2033,Your order 5630 is shipped on 2 May.,True
15,order_status,"{""order_id"": ""9812"", ""status"": ""shipped"", ""date"": ""3 May""}",intent=order_status order_id=9812 status=shipped date=3 May,The status of order 9812 is shipped on 3 May.,True
157,return_request,"{""order_id"": ""2481"", ""item"": ""blue shirt"", ""reason"": ""change of mind""}",intent=return_request order_id=2481 item=blue shirt reason=change of mind,I created a return request for blue shirt under order 2481 because change of mind.,True
41,order_status,"{""order_id"": ""9812"", ""status"": ""delivered""}",intent=order_status order_id=9812 status=delivered,Your order 9812 is delivered.,True
261,payment_status,"{""order_id"": ""1234"", ""payment_status"": ""successful"", ""amount"": ""₹499"", ""method"": ""drop-off"", ""transaction_id"": ""TXN55521"", ""date"": ""1 May""}",intent=payment_status order_id=1234 payment_status=successful amount=₹499 method=drop-off transaction_id=TXN55521 date=1 May,Payment for order 1234 is successful for ₹499 via drop-off and transaction id is TXN55521.,False
124,return_request,"{""order_id"": ""7744"", ""item"": ""coffee maker"", ""reason"": ""change of mind"", ""method"": ""mail-in"", ""pickup_date"": ""tomorrow"", ""return_id"": ""RET2035""}",intent=return_request order_id=7744 item=coffee maker reason=change of mind method=mail-in pickup_date=tomorrow return_id=RET2035,Your return request for coffee maker from order 7744 is confirmed because change of mind via mail-in; pickup is scheduled for tomorrow.,False
298,refund_status,"{""refund_id"": ""RF1001"", ""order_id"": ""2481"", ""refund_status"": ""completed"", ""amount"": ""₹2,999"", ""date"": ""2 May"", ""method"": ""pickup""}","intent=refund_status refund_id=RF1001 order_id=2481 refund_status=completed amount=₹2,999 date=2 May method=pickup","Refund RF1001 has been marked as completed for order 2481 for ₹2,999 on 2 May.",False
283,refund_status,"{""refund_id"": ""RF1001"", ""order_id"": ""1234"", ""refund_status"": ""processed"", ""amount"": ""₹1,249"", ""date"": ""2 May"", ""method"": ""mail-in""}","intent=refund_status refund_id=RF1001 order_id=1234 refund_status=processed amount=₹1,249 date=2 May method=mail-in","Refund RF1001 has been marked as processed for order 1234 for ₹1,249 on 2 May.",False
217,payment_status,"{""order_id"": ""7744"", ""payment_status"": ""reversed"", ""amount"": ""₹1,249"", ""method"": ""mail-in"", ""date"": ""3 May""}","intent=payment_status order_id=7744 payment_status=reversed amount=₹1,249 method=mail-in date=3 May","Order 7744 has a reversed payment of ₹1,249 via mail-in.",True
282,refund_status,"{""refund_id"": ""RF1044"", ""order_id"": ""5630"", ""refund_status"": ""completed"", ""date"": ""today""}",intent=refund_status refund_id=RF1044 order_id=5630 refund_status=completed date=today,Refund RF1044 has been marked as completed for order 5630 on today.,True
237,payment_status,"{""order_id"": ""9812"", ""payment_status"": ""successful"", ""amount"": ""₹1,249"", ""transaction_id"": ""TXN90812""}","intent=payment_status order_id=9812 payment_status=successful amount=₹1,249 transaction_id=TXN90812","Payment for order 9812 is successful for ₹1,249 and transaction id is TXN90812.",True
208,delivery_delay,"{""order_id"": ""5630"", ""eta"": ""tomorrow evening"", ""compensation"": ""you are eligible for free shipping next time""}",intent=delivery_delay order_id=5630 eta=tomorrow evening compensation=you are eligible for free shipping next time,Order 5630 is delayed and is now expected on tomorrow evening; you are eligible for free shipping next time.,True
213,delivery_delay,"{""order_id"": ""9812"", ""eta"": ""2 May"", ""cause"": ""carrier issue""}",intent=delivery_delay order_id=9812 eta=2 May cause=carrier issue,The delivery for order 9812 has been delayed until 2 May because of carrier issue.,True
296,refund_status,"{""refund_id"": ""RF1010"", ""order_id"": ""9812"", ""refund_status"": ""completed""}",intent=refund_status refund_id=RF1010 order_id=9812 refund_status=completed,Refund RF1010 for order 9812 is completed.,True
252,payment_status,"{""order_id"": ""7744"", ""payment_status"": ""reversed"", ""amount"": ""₹2,999""}","intent=payment_status order_id=7744 payment_status=reversed amount=₹2,999","The payment status of order 7744 is reversed for ₹2,999.",True
316,refund_status,"{""refund_id"": ""RF1001"", ""order_id"": ""5630"", ""refund_status"": ""completed"", ""amount"": ""₹1,249""}","intent=refund_status refund_id=RF1001 order_id=5630 refund_status=completed amount=₹1,249","The refund status for order 5630 is completed for ₹1,249.",True
202,delivery_delay,"{""order_id"": ""2481"", ""eta"": ""tomorrow"", ""cause"": ""logistics delay"", ""carrier"": ""FedEx""}",intent=delivery_delay order_id=2481 eta=tomorrow cause=logistics delay carrier=FedEx,The delivery for order 2481 has been delayed until tomorrow because of logistics delay.,True
162,return_request,"{""order_id"": ""9812"", ""item"": ""running shoes"", ""reason"": ""duplicate order""}",intent=return_request order_id=9812 item=running shoes reason=duplicate order,I created a return request for running shoes under order 9812 because duplicate order.,True
44,order_status,"{""order_id"": ""2481"", ""status"": ""shipped"", ""carrier"": ""DHL"", ""tracking_id"": ""TRK2033""}",intent=order_status order_id=2481 status=shipped carrier=DHL tracking_id=TRK2033,Order 2481 has been shipped.,True
218,payment_status,"{""order_id"": ""5630"", ""payment_status"": ""failed"", ""amount"": ""₹799"", ""method"": ""drop-off"", ""transaction_id"": ""TXN12345""}",intent=payment_status order_id=5630 payment_status=failed amount=₹799 method=drop-off transaction_id=TXN12345,Order 5630 has a failed payment of ₹799 via drop-off and transaction id is TXN12345.,True
191,delivery_delay,"{""order_id"": ""9812"", ""eta"": ""5 May"", ""cause"": ""high demand"", ""carrier"": ""DHL""}",intent=delivery_delay order_id=9812 eta=5 May cause=high demand carrier=DHL,The delivery for order 9812 has been delayed until 5 May because of high demand.,True
260,payment_status,"{""order_id"": ""2481"", ""payment_status"": ""successful"", ""amount"": ""₹2,999"", ""method"": ""pickup"", ""transaction_id"": ""TXN12345""}","intent=payment_status order_id=2481 payment_status=successful amount=₹2,999 method=pickup transaction_id=TXN12345","Payment for order 2481 is successful for ₹2,999 via pickup and transaction id is TXN12345.",True
106,cancel_order,"{""order_id"": ""5630"", ""reason"": ""late delivery"", ""date"": ""2 May""}",intent=cancel_order order_id=5630 reason=late delivery date=2 May,The cancellation request for order 5630 is complete because late delivery.,True
54,order_status,"{""order_id"": ""5630"", ""status"": ""delivered"", ""date"": ""3 May"", ""tracking_id"": ""TRK1001""}",intent=order_status order_id=5630 status=delivered date=3 May tracking_id=TRK1001,Your order 5630 is delivered on 3 May.,True
2,order_status,"{""order_id"": ""1234"", ""status"": ""delivered""}",intent=order_status order_id=1234 status=delivered,Your order 1234 is delivered.,True
50,order_status,"{""order_id"": ""9812"", ""status"": ""shipped"", ""date"": ""1 May"", ""carrier"": ""FedEx"", ""tracking_id"": ""TRK9999""}",intent=order_status order_id=9812 status=shipped date=1 May carrier=FedEx tracking_id=TRK9999,Order 9812 has been shipped on 1 May.,False
81,cancel_order,"{""order_id"": ""5630"", ""reason"": ""wrong size"", ""refund_status"": ""processed"", ""date"": ""3 May""}",intent=cancel_order order_id=5630 reason=wrong size refund_status=processed date=3 May,The cancellation request for order 5630 is complete because wrong size; refund status is processed.,False
206,delivery_delay,"{""order_id"": ""5630"", ""eta"": ""tomorrow evening"", ""carrier"": ""DHL""}",intent=delivery_delay order_id=5630 eta=tomorrow evening carrier=DHL,Order 5630 is delayed and is now expected on tomorrow evening.,True
35,order_status,"{""order_id"": ""1234"", ""status"": ""packed"", ""tracking_id"": ""TRK9999""}",intent=order_status order_id=1234 status=packed tracking_id=TRK9999,The status of order 1234 is packed.,True
264,payment_status,"{""order_id"": ""5630"", ""payment_status"": ""reversed"", ""amount"": ""₹1,249"", ""method"": ""mail-in"", ""transaction_id"": ""TXN55521""}","intent=payment_status order_id=5630 payment_status=reversed amount=₹1,249 method=mail-in transaction_id=TXN55521","The payment status of order 5630 is reversed for ₹1,249 via mail-in and transaction id is TXN55521.",True
92,cancel_order,"{""order_id"": ""1234"", ""reason"": ""change of mind""}",intent=cancel_order order_id=1234 reason=change of mind,Order 1234 has been cancelled because change of mind.,True
53,order_status,"{""order_id"": ""9812"", ""status"": ""shipped"", ""date"": ""today"", ""carrier"": ""DHL"", ""tracking_id"": ""TRK9999""}",intent=order_status order_id=9812 status=shipped date=today carrier=DHL tracking_id=TRK9999,Your order 9812 is shipped on today.,False
265,payment_status,"{""order_id"": ""9812"", ""payment_status"": ""reversed"", ""amount"": ""₹2,999"", ""date"": ""today""}","intent=payment_status order_id=9812 payment_status=reversed amount=₹2,999 date=today","The payment status of order 9812 is reversed for ₹2,999.",True
242,payment_status,"{""order_id"": ""9812"", ""payment_status"": ""reversed"", ""amount"": ""₹1,249"", ""method"": ""pickup"", ""transaction_id"": ""TXN12345"", ""date"": ""today""}","intent=payment_status order_id=9812 payment_status=reversed amount=₹1,249 method=pickup transaction_id=TXN12345 date=today","Order 9812 has a reversed payment of ₹1,249 via pickup and transaction id is TXN12345.",False
14,order_status,"{""order_id"": ""1234"", ""status"": ""out for delivery"", ""carrier"": ""FedEx"", ""tracking_id"": ""TRK1001""}",intent=order_status order_id=1234 status=out for delivery carrier=FedEx tracking_id=TRK1001,Your order 1234 is out for delivery.,True
89,cancel_order,"{""order_id"": ""1234"", ""reason"": ""duplicate order""}",intent=cancel_order order_id=1234 reason=duplicate order,The cancellation request for order 1234 is complete because duplicate order.,True
274,refund_status,"{""refund_id"": ""RF1044"", ""order_id"": ""9812"", ""refund_status"": ""approved"", ""method"": ""drop-off""}",intent=refund_status refund_id=RF1044 order_id=9812 refund_status=approved method=drop-off,Refund RF1044 has been marked as approved for order 9812.,True
167,delivery_delay,"{""order_id"": ""5630"", ""eta"": ""tomorrow evening"", ""carrier"": ""Delhivery""}",intent=delivery_delay order_id=5630 eta=tomorrow evening carrier=Delhivery,Order 5630 is delayed and is now expected on tomorrow evening.,True
319,refund_status,"{""refund_id"": ""RF1010"", ""order_id"": ""7744"", ""refund_status"": ""processed"", ""amount"": ""₹2,999"", ""date"": ""1 May"", ""method"": ""mail-in""}","intent=refund_status refund_id=RF1010 order_id=7744 refund_status=processed amount=₹2,999 date=1 May method=mail-in","The refund status for order 7744 is processed for ₹2,999 on 1 May.",False
135,return_request,"{""order_id"": ""1234"", ""item"": ""coffee maker"", ""reason"": ""wrong size"", ""method"": ""mail-in"", ""return_id"": ""RET2035""}",intent=return_request order_id=1234 item=coffee maker reason=wrong size method=mail-in return_id=RET2035,A return has been created for coffee maker in order 1234 because wrong size via mail-in.,True
312,refund_status,"{""refund_id"": ""RF1044"", ""order_id"": ""7744"", ""refund_status"": ""pending"", ""date"": ""1 May"", ""method"": ""pickup""}",intent=refund_status refund_id=RF1044 order_id=7744 refund_status=pending date=1 May method=pickup,The refund status for order 7744 is pending on 1 May.,True
244,payment_status,"{""order_id"": ""2481"", ""payment_status"": ""successful"", ""amount"": ""₹799 / ₹1,249"", ""date"": ""1 May""}","intent=payment_status order_id=2481 payment_status=successful amount=₹799 / ₹1,249 date=1 May","Order 2481 has a successful payment of ₹799 / ₹1,249.",True
55,cancel_order,"{""order_id"": ""2481"", ""reason"": ""wrong size""}",intent=cancel_order order_id=2481 reason=wrong size,Order 2481 has been cancelled because wrong size.,True
51,order_status,"{""order_id"": ""5630"", ""status"": ""delivered"", ""tracking_id"": ""TRK9999""}",intent=order_status order_id=5630 status=delivered tracking_id=TRK9999,Your order 5630 is delivered.,True
175,delivery_delay,"{""order_id"": ""7744"", ""eta"": ""2 May"", ""compensation"": ""a refund adjustment may apply""}",intent=delivery_delay order_id=7744 eta=2 May compensation=a refund adjustment may apply,Order 7744 is delayed and is now expected on 2 May; a refund adjustment may apply.,True
190,delivery_delay,"{""order_id"": ""5630"", ""eta"": ""7 May"", ""cause"": ""logistics delay"", ""carrier"": ""BlueDart""}",intent=delivery_delay order_id=5630 eta=7 May cause=logistics delay carrier=BlueDart,The delivery for order 5630 has been delayed until 7 May because of logistics delay.,True
323,refund_status,"{""refund_id"": ""RF1001"", ""order_id"": ""2481"", ""refund_status"": ""approved"", ""amount"": ""₹499"", ""date"": ""1 May"", ""method"": ""drop-off""}",intent=refund_status refund_id=RF1001 order_id=2481 refund_status=approved amount=₹499 date=1 May method=drop-off,The refund status for order 2481 is approved for ₹499 on 1 May.,False
188,delivery_delay,"{""order_id"": ""7744"", ""eta"": ""2 May"", ""carrier"": ""Delhivery"", ""compensation"": ""you are eligible for free shipping next time""}",intent=delivery_delay order_id=7744 eta=2 May carrier=Delhivery compensation=you are eligible for free shipping next time,The delivery for order 7744 has been delayed until 2 May; you are eligible for free shipping next time.,True
170,delivery_delay,"{""order_id"": ""5630"", ""eta"": ""tomorrow evening"", ""compensation"": ""you are eligible for free shipping next time""}",intent=delivery_delay order_id=5630 eta=tomorrow evening compensation=you are eligible for free shipping next time,Order 5630 is delayed and is now expected on tomorrow evening; you are eligible for free shipping next time.,True
59,cancel_order,"{""order_id"": ""2481"", ""reason"": ""late delivery"", ""refund_status"": ""processed"", ""date"": ""today""}",intent=cancel_order order_id=2481 reason=late delivery refund_status=processed date=today,The cancellation request for order 2481 is complete because late delivery; refund status is processed.,False
49,order_status,"{""order_id"": ""9812"", ""status"": ""delivered"", ""date"": ""2 May""}",intent=order_status order_id=9812 status=delivered date=2 May,Order 9812 has been delivered on 2 May.,True
236,payment_status,"{""order_id"": ""9812"", ""payment_status"": ""successful"", ""amount"": ""₹1,249"", ""method"": ""mail-in"", ""transaction_id"": ""TXN12345""}","intent=payment_status order_id=9812 payment_status=successful amount=₹1,249 method=mail-in transaction_id=TXN12345","Order 9812 has a successful payment of ₹1,249 via mail-in and transaction id is TXN12345.",True
253,payment_status,"{""order_id"": ""2481"", ""payment_status"": ""failed"", ""amount"": ""₹2,999"", ""transaction_id"": ""TXN77881"", ""date"": ""1 May""}","intent=payment_status order_id=2481 payment_status=failed amount=₹2,999 transaction_id=TXN77881 date=1 May","Order 2481 has a failed payment of ₹2,999 and transaction id is TXN77881.",True
22,order_status,"{""order_id"": ""2481"", ""status"": ""confirmed""}",intent=order_status order_id=2481 status=confirmed,Your order 2481 is confirmed.,True
161,return_request,"{""order_id"": ""9812"", ""item"": ""blue shirt"", ""reason"": ""change of mind"", ""method"": ""drop-off"", ""pickup_date"": ""tomorrow""}",intent=return_request order_id=9812 item=blue shirt reason=change of mind method=drop-off pickup_date=tomorrow,Your return request for blue shirt from order 9812 is confirmed because change of mind via drop-off; pickup is scheduled for tomorrow.,True
277,refund_status,"{""refund_id"": ""RF1044"", ""order_id"": ""1234"", ""refund_status"": ""completed"", ""amount"": ""₹799"", ""date"": ""today"", ""method"": ""drop-off""}",intent=refund_status refund_id=RF1044 order_id=1234 refund_status=completed amount=₹799 date=today method=drop-off,Refund RF1044 has been marked as completed for order 1234 for ₹799 on today.,False
192,delivery_delay,"{""order_id"": ""5630"", ""eta"": ""tomorrow evening"", ""cause"": ""weather disruption"", ""carrier"": ""DHL"", ""compensation"": ""you are eligible for free shipping next time""}",intent=delivery_delay order_id=5630 eta=tomorrow evening cause=weather disruption carrier=DHL compensation=you are eligible for free shipping next time,Order 5630 is delayed and is now expected on tomorrow evening because of weather disruption; you are eligible for free shipping next time.,False
294,refund_status,"{""refund_id"": ""RF1044"", ""order_id"": ""9812"", ""refund_status"": ""approved"", ""amount"": ""₹499"", ""date"": ""2 May""}",intent=refund_status refund_id=RF1044 order_id=9812 refund_status=approved amount=₹499 date=2 May,The refund status for order 9812 is approved for ₹499 on 2 May.,True
258,payment_status,"{""order_id"": ""1234"", ""payment_status"": ""reversed"", ""amount"": ""₹499"", ""transaction_id"": ""TXN55521""}",intent=payment_status order_id=1234 payment_status=reversed amount=₹499 transaction_id=TXN55521,Payment for order 1234 is reversed for ₹499 and transaction id is TXN55521.,True
309,refund_status,"{""refund_id"": ""RF1010"", ""order_id"": ""2481"", ""refund_status"": ""approved"", ""amount"": ""₹799"", ""date"": ""1 May"", ""method"": ""pickup""}",intent=refund_status refund_id=RF1010 order_id=2481 refund_status=approved amount=₹799 date=1 May method=pickup,Refund RF1010 has been marked as approved for order 2481 for ₹799 on 1 May.,False
150,return_request,"{""order_id"": ""7744"", ""item"": ""phone case"", ""reason"": ""damaged item"", ""pickup_date"": ""next Monday""}",intent=return_request order_id=7744 item=phone case reason=damaged item pickup_date=next Monday,Your return request for phone case from order 7744 is confirmed because damaged item; pickup is scheduled for next Monday.,True
131,return_request,"{""order_id"": ""5630"", ""item"": ""phone case"", ""reason"": ""change of mind"", ""pickup_date"": ""next Monday""}",intent=return_request order_id=5630 item=phone case reason=change of mind pickup_date=next Monday,Your return request for phone case from order 5630 is confirmed because change of mind; pickup is scheduled for next Monday.,True
152,return_request,"{""order_id"": ""5630"", ""item"": ""coffee maker"", ""reason"": ""damaged item"", ""pickup_date"": ""5 May""}",intent=return_request order_id=5630 item=coffee maker reason=damaged item pickup_date=5 May,I created a return request for coffee maker under order 5630 because damaged item; pickup is scheduled for 5 May.,True
100,cancel_order,"{""order_id"": ""1234"", ""reason"": ""change of mind""}",intent=cancel_order order_id=1234 reason=change of mind,The cancellation request for order 1234 is complete because change of mind.,True
88,cancel_order,"{""order_id"": ""9812"", ""reason"": ""damaged item"", ""refund_status"": ""approved""}",intent=cancel_order order_id=9812 reason=damaged item refund_status=approved,I have cancelled order 9812 because damaged item; refund status is approved.,True
215,delivery_delay,"{""order_id"": ""9812"", ""eta"": ""tomorrow evening"", ""cause"": ""logistics delay""}",intent=delivery_delay order_id=9812 eta=tomorrow evening cause=logistics delay,The delivery for order 9812 has been delayed until tomorrow evening because of logistics delay.,True
122,return_request,"{""order_id"": ""9812"", ""item"": ""blue shirt"", ""reason"": ""change of mind"", ""return_id"": ""RET2035""}",intent=return_request order_id=9812 item=blue shirt reason=change of mind return_id=RET2035,Your return request for blue shirt from order 9812 is confirmed because change of mind.,True
324,refund_status,"{""refund_id"": ""RF1010"", ""order_id"": ""1234"", ""refund_status"": ""completed"", ""method"": ""drop-off""}",intent=refund_status refund_id=RF1010 order_id=1234 refund_status=completed method=drop-off,Refund RF1010 for order 1234 is completed.,True
21,order_status,"{""order_id"": ""7744"", ""status"": ""confirmed""}",intent=order_status order_id=7744 status=confirmed,The status of order 7744 is confirmed.,True
189,delivery_delay,"{""order_id"": ""5630"", ""eta"": ""tomorrow"", ""carrier"": ""Delhivery"", ""compensation"": ""you are eligible for free shipping next time""}",intent=delivery_delay order_id=5630 eta=tomorrow carrier=Delhivery compensation=you are eligible for free shipping next time,Your order 5630 will arrive by tomorrow; you are eligible for free shipping next time.,True
72,cancel_order,"{""order_id"": ""2481"", ""reason"": ""wrong size"", ""refund_status"": ""approved""}",intent=cancel_order order_id=2481 reason=wrong size refund_status=approved,Order 2481 has been cancelled because wrong size; refund status is approved.,True
107,cancel_order,"{""order_id"": ""7744"", ""reason"": ""damaged item"", ""refund_status"": ""completed"", ""date"": ""1 May""}",intent=cancel_order order_id=7744 reason=damaged item refund_status=completed date=1 May,I have cancelled order 7744 because damaged item; refund status is completed.,False
271,refund_status,"{""refund_id"": ""RF1010"", ""order_id"": ""2481"", ""refund_status"": ""completed"", ""amount"": ""₹1,249"", ""date"": ""2 May""}","intent=refund_status refund_id=RF1010 order_id=2481 refund_status=completed amount=₹1,249 date=2 May","The refund status for order 2481 is completed for ₹1,249 on 2 May.",True
103,cancel_order,"{""order_id"": ""5630"", ""reason"": ""change of mind"", ""date"": ""1 May""}",intent=cancel_order order_id=5630 reason=change of mind date=1 May,The cancellation request for order 5630 is complete because change of mind.,True
